SMILES,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
N[C@@H](C)C(=O)N[C@@H](CC/C=C\C=C)C(=O)N.C.[HH].C([C@@H](C)O)C(=O)N[C@@H](CCCC[NH3])C=O,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,,,,,,,,,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666
N[C@@H](C)C(=O)N[C@@H](CC/C=C\C=C)C(=O)N.C.[HH].C([C@@H](C)O)C=O,11.268468285462333,-0.6731802721088436,11.268468285462333,0.0,0.3634481200033938,331.45700000000005,298.193,331.24710653599993,136,0,0.23951239580420472,-0.3929716743509978,0.3929716743509978,0.23951239580420472,1.391304347826087,1.9565217391304348,2.260869565217391,16.2657235657752,1.0079982900039386,2.1815301589756393,-2.154234316453422,1.986395946292007,-2.489270680673359,5.881144100301764,-0.12753705274161012,-2.1527776454359662e-07,385.51881261899086,17.54360559544051,13.196538014344373,13.196538014344373,10.255325275222596,7.00279196968436,7.00279196968436,4.744813429645597,4.744813429645597,2.405007084736114,2.405007084736114,1.1833246624620863,1.1833246624620863,-1.99,27456.23752859374,25.93539125496632,16.381709398824388,17.96016327683788,139.83908098592494,26.68518813724323,12.328001352277516,0.0,11.814359458703011,0.0,0.0,9.589074368143644,0.0,0.0,0.0,32.233648780555384,26.689117645233267,7.847459687625632,12.145807216896262,20.91677701175579,18.100519981832566,0.0,5.316788604006331,11.46733495432437,58.72424009065874,0.0,24.806996004100142,0.0,0.0,16.784123558330702,0.0,0.0,0.0,41.39469542271749,14.383611552215466,0.0,41.96323010931414,24.806996004100142,0.0,0.0,0.0,135.51,24.09482777539573,14.383611552215466,0.0,21.181292193432377,19.127803768981575,0.0,0.0,25.99951461304901,6.076020106833881,11.895724287604828,16.573862349165076,0.0,0.0,31.767485827664398,10.815724914965987,10.530480071275527,-0.9328672734525907,-1.3208032039976487,6.829570053329974,6.643742943547688,0.0,0.5625,23,6,7,0,0,0,0,0,0,5,4,7,9,0,0,0,0,0.6643999999999999,94.55230000000003,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,1,2,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CC/C=C\C=C)C(=O)N.C.[HH].C([C@@H](C)O)C(=O)N[C@H]1CC2=CC=C(O)[C@H](C2)OC[C@@H](NC1=O)CCCC[NH3],-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,,,,,,,,,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666.0,-666.0,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666,-666
N[C@@H](C)C(=O)N[C@@H](CC/C=C\C=C)C(=O)N.C.[HH].C([C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C=O,11.397101179978163,-0.7305792299064306,11.397101179978163,0.0,0.17496921693725867,494.6330000000002,452.29700000000025,494.31043506399993,198,0,0.23951239580420472,-0.5079666451557731,0.5079666451557731,0.23951239580420472,1.1714285714285715,1.7714285714285714,2.2285714285714286,16.26687646006162,1.0079974156199594,2.183988142214156,-2.1542343241503965,2.1063436853062583,-2.4892707385114186,5.881667900493701,-0.1275388586544726,-5.774999810068711e-07,828.3432658094604,26.095647359318292,19.64585802744287,19.64585802744287,15.99250871824048,10.831005366826885,10.831005366826885,7.727229711547788,7.727229711547788,4.351082406739692,4.351082406739692,2.597209329798977,2.597209329798977,-3.4999999999999996,10033024.883878287,33.67178971559897,18.874755555555556,16.713526733007253,208.49661957102657,37.10850413609027,18.077513185561422,0.0,17.721539188054518,0.0,0.0,14.383611552215466,0.0,0.0,0.0,44.3663829174786,50.806124896779494,1.426638064699622,24.608469668970233,30.817841590668316,24.007699711184074,0.0,10.633577208012662,11.46733495432437,71.18690254273271,0.0,54.635915769643574,0.0,5.749511833283905,22.100912162337032,0.0,5.749511833283905,0.0,58.45024337605766,25.598970359213297,0.0,47.526681601011134,49.07246427794658,0.0,0.0,0.0,184.83999999999997,30.13666860454369,19.178148736287287,0.0,32.837983756067786,25.548625391907585,5.563451491696996,19.056471336613843,31.208511550281603,6.076020106833881,17.21251289161116,21.68038974400578,0.0,0.0,44.580317985218784,23.203422246627966,11.365893903475074,-1.1408096090951423,4.474518403040228,6.607964483875379,6.575359253524388,0.0,0.44,35,8,10,0,0,0,1,0,1,7,6,10,13,0,0,0,1,1.097500000000002,138.29379999999995,0,1,1,0,0,0,0,1,0,0,4,4,0,0,0,0,2,2,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CC/C=C\C=C)C(=O)N.C.[HH].C1Cc2c[nH]c(C[C@H](CC)O[C@H](CNC1=O)NCC(=O)NCC=O)c2,11.969330471016075,-0.6731802721088436,11.969330471016075,0.0,0.12498941533923195,593.7700000000003,542.3620000000003,593.3900823520001,238,0,0.23951239580420472,-0.36788832650876496,0.36788832650876496,0.23951239580420472,1.3095238095238095,2.0476190476190474,2.6666666666666665,16.511064147658328,1.0079969192874367,2.2014225426743415,-2.2519222859963404,2.1341525784632567,-2.4892707512220547,5.881855702161039,-0.12753972284504567,0.0,1030.7183727710085,30.622745096813745,23.948760784924165,23.948760784924165,19.58615641336709,13.738748391243721,13.738748391243721,9.541416671266697,9.541416671266697,6.028116566509194,6.028116566509194,3.710759410164286,3.710759410164286,-3.8100000000000005,528874635.2763915,38.19,21.872750039393395,16.453281308024486,249.67592571726598,41.93307942516244,18.555902523012385,0.0,23.628718917406022,0.0,0.0,24.494937340293617,0.0,0.0,0.0,39.157385980246005,44.23684225155326,26.159052877013178,31.78007643463399,30.136186938858778,29.91487944053558,0.0,26.25113293697253,11.46733495432437,84.21460613017165,19.634269217737724,48.32758613072028,0.0,0.0,32.73448937034969,0.0,0.0,0.0,78.9486763959996,41.55119212001118,0.0,59.6414312187856,37.07020664417483,0.0,0.0,0.0,210.52999999999997,24.2187625583823,23.97268592035911,0.0,52.3130656346954,31.969447014833595,24.099022732397476,0.0,19.075777413358384,19.19660087813758,38.896435689032636,16.20419790812442,6.046952869110607,0.0,59.44130813866967,10.78268049143951,12.71789501618142,-1.2871455506240854,0.7448839178911535,11.013641341753853,7.373117108911211,0.0,0.5517241379310345,42,9,13,0,1,1,0,1,1,8,7,13,13,0,0,0,2,0.3538000000000064,164.04629999999975,0,0,0,0,0,1,1,0,0,0,5,5,0,0,0,0,5,2,0,0,0,1,0,1,0,0,3,4,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](C/C=C/C=C\C)C(=O)N.C.[HH].C1Cc2c[nH]c(C[C@H](CC)O[C@H](CNC1=O)NCC(=O)N[C@@H](Cc1ccccc1)C=O)c2,12.440299980235945,-0.7083276643990934,12.440299980235945,0.0,0.11533274129094562,683.8950000000003,626.4390000000001,683.4370325440001,272,0,0.2398237963833662,-0.36787822242453494,0.36787822242453494,0.2398237963833662,1.1428571428571428,1.8775510204081634,2.510204081632653,16.511077005366417,1.0079963825443379,2.2093459459898783,-2.2552699606411726,2.1359940479967694,-2.4942041744104917,5.88354888400407,-0.12734437189567221,1.141731924304371e-06,1365.6680020221704,35.31297954112573,28.075999106878452,28.075999106878452,23.035646156150268,16.273875773753925,16.273875773753925,11.518918425909941,11.518918425909941,7.37189696577934,7.37189696577934,4.661400214533939,4.661400214533939,-4.59,20313263171.451946,42.43251745102454,23.689245953490026,17.39850565229176,291.09796203772663,41.93307942516244,18.555902523012385,0.0,23.628718917406022,0.0,0.0,24.494937340293617,0.0,0.0,0.0,68.98630574578944,56.72403094294089,26.159052877013178,31.277160857869376,30.136186938858778,29.91487944053558,0.0,26.25113293697253,11.46733495432437,97.18018415901024,13.08951281182515,83.71995738796073,0.0,0.0,32.73448937034969,0.0,0.0,0.0,78.44576081923498,47.972013742937186,0.0,65.7077982872472,66.89912640971826,0.0,0.0,0.0,210.52999999999997,30.26060338753026,23.97268592035911,0.0,45.768309228782826,25.683286491704038,35.94863474722403,0.0,19.075777413358384,62.528193526970135,32.31750000543414,16.20419790812442,6.16944802960721,0.0,61.607300942425255,11.175771054287296,13.671536319998504,-1.3253727836971672,9.6422524346769,12.688193287718734,5.704204048316602,0.0,0.4722222222222222,49,9,13,0,1,1,1,1,2,8,7,13,14,0,0,0,3,1.9651000000000065,193.1132999999995,0,0,0,0,0,1,1,0,0,0,5,5,0,0,0,0,5,2,0,0,0,1,0,1,0,0,3,4,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](C/C=C/C=C\C)C(=O)N.C.[HH].C1Cc2c[nH]c(C[C@H](CC)OC[C@@H](NC1=O)CCSC)c2,12.056969324766943,-0.7083276643990934,12.056969324766943,0.0,0.28051963799174534,553.8140000000003,502.4060000000003,553.3661761120001,218,0,0.2398237963833662,-0.3756987227011043,0.3756987227011043,0.2398237963833662,1.3421052631578947,2.0789473684210527,2.6842105263157894,32.16636479541329,1.0079972113927123,2.1879943595588367,-2.2258387828775925,2.139570855005102,-2.487759311658005,7.980980372396564,-0.1273420017720647,0.0,891.0593911022843,27.631181265251026,22.626298932087206,23.442795513014932,17.692309563249736,12.88704003456025,14.280886884677603,9.088648336204566,10.074246895858055,5.799835026820414,6.443785577679793,3.5420339951047795,4.06225405236472,-2.56,83588106.22679864,35.43999999999999,20.4087331481538,14.997528327245226,234.01132506093103,31.82175363708429,6.041840829147961,0.0,17.721539188054518,0.0,0.0,14.383611552215466,0.0,11.761884949391115,0.0,38.65447040348138,63.16920224150209,26.159052877013178,24.794530010557143,20.547112570715136,29.48342413744563,0.0,15.617555728959871,11.46733495432437,90.95228298827537,18.61550475477111,47.82467055395566,0.0,0.0,22.100912162337032,0.0,0.0,11.761884949391115,65.55051133896501,31.962117751867535,0.0,66.56516841847622,36.56729106741021,0.0,0.0,0.0,152.32999999999998,17.990861387647428,14.383611552215466,0.0,32.813457516754134,19.448525210364938,31.436140098450828,11.257379486545457,19.075777413358384,37.03450593436258,34.86342918062351,16.20419790812442,6.0446693121693125,1.8075342760561013,37.66120060505071,5.605921910430839,12.932678407017333,0.2144513993869157,0.9304808883429905,16.117479110662735,6.185584090883062,0.0,0.6071428571428571,38,7,9,0,1,1,0,1,1,6,5,10,10,0,0,0,2,3.2447000000000026,159.96889999999968,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0,0,3,2,0,0,0,1,0,0,0,0,3,3,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](CC/C=C\C=C)C(=O)N.C.[HH].C(Cc1c[nH]c2ccccc12)C=O,11.268468285462333,-0.6731802721088436,11.268468285462333,0.0,0.35006495202454635,416.56600000000014,380.27800000000013,416.278741012,166,0,0.23951239580420472,-0.36788832650876496,0.36788832650876496,0.23951239580420472,1.3,2.0,2.6,16.157238771787203,1.0079977463509795,2.1820099326540046,-2.15423431725068,2.178419685167833,-2.4892707002781895,5.882100350428158,-0.12753696652449442,0.0,846.2140923307586,21.64805360212559,16.765832276789467,16.765832276789467,13.900284565365464,9.517248449256236,9.517248449256236,6.558262262202312,6.558262262202312,4.174116517876076,4.174116517876076,2.5969467799159016,2.5969467799159016,-3.1899999999999995,2217475.3345473288,26.81,14.758053225645687,9.338094607407266,179.6278242781458,26.56263926334973,12.328001352277516,0.0,11.814359458703011,0.0,0.0,9.589074368143644,0.0,0.0,0.0,50.43274998594021,37.81602062862726,24.947228191319766,6.041840829147961,15.810249616915087,29.003444913913626,0.0,10.30076712495354,11.46733495432437,52.11735812614583,0.0,60.83275934125665,0.0,0.0,16.784123558330702,0.0,0.0,0.0,35.168180161075696,20.804433175141476,0.0,40.60294440132051,55.26930784955966,0.0,10.902924932081056,0.0,131.07,17.990861387647428,14.383611552215466,0.0,14.760470570506365,19.26246486877803,18.223682863671826,10.949675706161791,19.075777413358384,30.471964883831784,22.946069877013645,11.46733495432437,0.0,0.0,35.71926524313429,3.7208638038548756,12.897238385712413,-0.9328672734525907,6.812761295876374,10.71677337910473,5.06596516576991,0.0,0.34782608695652173,30,6,7,0,0,0,1,1,2,4,4,7,10,0,0,0,2,3.0076,124.87420000000003,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0,0,2,2,0,0,0,1,0,1,0,0,3,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](C/C=C/C=C\C)C(=O)N.C.[HH].C1Cc2c[nH]c(C[C@H](CC)OC(=N)[C@@H](NC1=O)C/C=C/C=C\CO[C@H](C)NCC=O)c2.C.[HH],12.380070295434514,-0.7083276643990934,12.380070295434514,0.0,0.07622502559824028,691.9590000000003,626.4390000000001,691.4996328,280,0,0.2398237963833662,-0.47592974937680294,0.47592974937680294,0.2398237963833662,1.163265306122449,1.8571428571428572,2.489795918367347,16.50042215436408,1.0070000000000026,2.22332319406853,-2.234801231650114,2.1450894831789684,-2.487759365391307,5.884850723210613,-0.12734210432390872,-4.7671424878972433e-07,1250.2591617624785,35.02852249074956,27.998648837688826,27.998648837688826,22.49684001589005,15.940395785424792,15.940395785424792,10.954088697759408,10.954088697759408,6.862670043105704,6.862670043105704,4.1408380493674315,4.1408380493674315,-4.33,8811433208.325653,46.788276806613005,27.60357213473126,21.296984614474635,295.4294559218184,41.35315377495616,30.70170973990865,0.0,23.619284532412127,0.0,0.0,25.10968376201332,0.0,0.0,0.0,70.38520360727215,58.08431665093452,27.585690941712798,19.193479199573453,31.505150773286626,29.905445055541684,5.409283605791522,20.9343443329662,11.46733495432437,111.5305741351561,13.151638370425493,72.12875098129119,0.0,0.0,27.417700766343362,0.0,0.0,0.0,78.49845199284144,41.4935178897394,5.409283605791522,82.3421964593217,60.87137149474573,0.0,0.0,0.0,214.51,24.03270221679539,19.178148736287287,0.0,54.295310449766085,38.71099007914297,23.964361632601022,0.0,19.075777413358384,63.42417581168823,27.00071140142781,26.350344467715992,11.379479749496053,0.0,48.2326117869294,16.70210044911744,12.692407605751749,-0.9668236267138401,0.2122910202094037,20.447997138749432,7.966602543127027,0.0,0.5277777777777778,49,9,13,0,1,1,0,1,1,9,7,13,16,0,0,0,2,4.0045700000000055,201.05229999999943,0,0,0,0,0,1,1,0,0,0,4,4,0,0,0,0,5,2,0,0,0,1,0,1,0,0,5,3,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](C/C=C/C=C\C)C(=O)N.C.[HH].C1Cc2c[nH]c(C[C@H](CC)OC[C@@H](NC1=O)Cc1ccccc1)c2,12.290832545981356,-0.7083276643990934,12.290832545981356,0.0,0.29142908453761385,569.7910000000004,518.3830000000004,569.394105112,228,0,0.2398237963833662,-0.37568662183770946,0.37568662183770946,0.2398237963833662,1.2195121951219512,1.951219512195122,2.5853658536585367,16.487218274315044,1.0079969400678996,2.192324898045157,-2.2298481908645096,2.1416795859512163,-2.4877593266002034,5.882936262033447,-0.12734201036052512,8.287606457437235e-07,1117.1191041716065,29.32985187800029,23.897695206384928,23.897695206384928,19.20994765345478,13.95435360261781,13.95435360261781,9.996896626668429,9.996896626668429,6.454324601247767,6.454324601247767,4.134989582427705,4.134989582427705,-3.6899999999999995,496468392.07693547,35.33680246582686,19.397582563466532,13.972057623569803,246.21542501283656,31.82175363708429,6.041840829147961,0.0,17.721539188054518,0.0,0.0,14.383611552215466,0.0,0.0,0.0,68.98630574578944,56.72403094294089,26.159052877013178,24.794530010557143,20.547112570715136,17.721539188054518,0.0,15.617555728959871,11.46733495432437,90.95228298827537,6.606881964512918,83.71995738796073,0.0,0.0,22.100912162337032,0.0,0.0,0.0,53.54188854870682,38.382939374793544,0.0,65.7077982872472,66.89912640971826,0.0,0.0,0.0,152.32999999999998,17.990861387647428,14.383611552215466,0.0,32.813457516754134,19.448525210364938,25.683286491704038,16.82083097824245,19.075777413358384,43.471722190356296,40.74039413403533,16.20419790812442,6.129089427437641,0.0,37.90394400005691,5.632931547619048,14.123962352949547,-0.8627178340471986,11.079576790720369,13.706801041404216,6.119746007192797,0.0,0.46875,41,7,9,0,1,1,1,1,2,5,5,9,9,0,0,0,3,3.7343000000000037,167.1158999999996,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0,0,3,2,0,0,0,1,0,0,0,0,3,3,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](C)C(=O)N[C@@H](C/C=C/C=C\C)C(=O)N.C.[HH].C1Cc2c[nH]c(C[C@H](CC)OC(=N)[C@@H](NC1=O)C/C=C/C=C\C)c2.C.[HH].C(Cc1ccccc1)C=O,12.200296359284454,-0.7083276643990934,12.200296359284454,0.0,0.09839403374978745,725.0320000000003,656.488,724.525119276,292,0,0.2398237963833662,-0.475929749376803,0.475929749376803,0.2398237963833662,1.0769230769230769,1.7307692307692308,2.3076923076923075,16.497903250151758,1.0069999999999948,2.2230513976122084,-2.2347551809251947,2.1455571559309745,-2.4877593723493954,5.884919789544526,-0.12734212681098275,-3.6383571704963696e-07,1440.3581144764185,37.1498428343092,29.899801623983468,29.899801623983468,24.034844818350834,17.129778567898743,17.129778567898743,11.692183315960245,11.692183315960245,7.381633831688863,7.381633831688863,4.515200791384513,4.515200791384513,-5.029999999999999,42798842576.037384,49.08217420711231,29.676294008994137,21.926455515504824,314.46403175390003,36.61629082115611,24.47380856917378,0.0,23.619284532412127,0.0,0.0,19.79289515800699,0.0,0.0,0.0,100.71703894958023,70.06858976555752,34.00651256463881,6.041840829147961,26.768287819486577,29.905445055541684,5.409283605791522,15.617555728959871,11.46733495432437,118.14431621027326,0.0,108.02403781529627,0.0,0.0,22.100912162337032,0.0,0.0,0.0,59.11891245168107,43.177476558865365,5.409283605791522,94.3264695739447,91.20320683705381,0.0,0.0,0.0,193.25,24.03270221679539,19.178148736287287,0.0,41.52265287311865,32.10410811463005,36.80600487845304,5.563451491696996,19.075777413358384,93.75601115399631,21.68392279742148,21.613481513915943,5.853662367724867,0.0,47.72564775258165,13.684854969765684,13.97916606715128,-0.8757422629545639,10.321206669396151,22.885802622485073,7.425401813849859,0.0,0.43902439024390244,52,8,11,0,1,1,1,1,2,7,6,11,13,0,0,0,3,6.691470000000008,218.0725999999994,0,0,0,0,0,1,1,0,0,0,4,4,0,0,0,0,4,2,0,0,0,1,0,1,0,0,6,3,0,0,2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
